Train Epoch: [1/30] Iters:[960/1093] transplant_loss 1.0426, rec_loss 0.0132, p_loss 0.1818, quant_error 0.2361, utilization 0.5738, perplexity 8103.0279,
Train Epoch: [1/30] Iters:[970/1093] transplant_loss 1.0450, rec_loss 0.0132, p_loss 0.1818, quant_error 0.2364, utilization 0.5752, perplexity 8132.0624,
Train Epoch: [1/30] Iters:[980/1093] transplant_loss 1.0476, rec_loss 0.0132, p_loss 0.1821, quant_error 0.2368, utilization 0.5764, perplexity 8160.8087,
Train Epoch: [1/30] Iters:[990/1093] transplant_loss 1.0456, rec_loss 0.0132, p_loss 0.1814, quant_error 0.2363, utilization 0.5771, perplexity 8176.8575,
Train Epoch: [1/30] Iters:[1000/1093] transplant_loss 1.0427, rec_loss 0.0131, p_loss 0.1810, quant_error 0.2354, utilization 0.5782, perplexity 8198.5070,
Train Epoch: [1/30] Iters:[1010/1093] transplant_loss 1.0406, rec_loss 0.0131, p_loss 0.1804, quant_error 0.2348, utilization 0.5789, perplexity 8206.5064,
Train Epoch: [1/30] Iters:[1020/1093] transplant_loss 1.0394, rec_loss 0.0131, p_loss 0.1803, quant_error 0.2341, utilization 0.5795, perplexity 8217.5137,
Train Epoch: [1/30] Iters:[1030/1093] transplant_loss 1.0325, rec_loss 0.0130, p_loss 0.1796, quant_error 0.2321, utilization 0.5801, perplexity 8227.0244,
Train Epoch: [1/30] Iters:[1040/1093] transplant_loss 1.0335, rec_loss 0.0130, p_loss 0.1797, quant_error 0.2320, utilization 0.5814, perplexity 8248.1019,
Train Epoch: [1/30] Iters:[1050/1093] transplant_loss 1.0347, rec_loss 0.0130, p_loss 0.1795, quant_error 0.2322, utilization 0.5818, perplexity 8252.5181,
Train Epoch: [1/30] Iters:[1060/1093] transplant_loss 1.0354, rec_loss 0.0130, p_loss 0.1792, quant_error 0.2323, utilization 0.5826, perplexity 8270.2620,
Train Epoch: [1/30] Iters:[1070/1093] transplant_loss 1.0308, rec_loss 0.0129, p_loss 0.1787, quant_error 0.2310, utilization 0.5831, perplexity 8278.5487,
Train Epoch: [1/30] Iters:[1080/1093] transplant_loss 1.0275, rec_loss 0.0128, p_loss 0.1782, quant_error 0.2299, utilization 0.5834, perplexity 8279.6100,
Train Epoch: [1/30] Iters:[1090/1093] transplant_loss 1.0256, rec_loss 0.0128, p_loss 0.1780, quant_error 0.2296, utilization 0.5838, perplexity 8285.2040,
epoch:2, cur_lr:0.000100
Train Epoch: [2/30] Iters:[10/1093] transplant_loss 1.0116, rec_loss 0.0127, p_loss 0.1778, quant_error 0.2257, utilization 0.5857, perplexity 8345.8240,
Train Epoch: [2/30] Iters:[20/1093] transplant_loss 1.0223, rec_loss 0.0132, p_loss 0.1783, quant_error 0.2278, utilization 0.5867, perplexity 8355.3318,
Train Epoch: [2/30] Iters:[30/1093] transplant_loss 1.0256, rec_loss 0.0132, p_loss 0.1787, quant_error 0.2282, utilization 0.5873, perplexity 8361.1899,
Train Epoch: [2/30] Iters:[40/1093] transplant_loss 1.0221, rec_loss 0.0130, p_loss 0.1779, quant_error 0.2274, utilization 0.5879, perplexity 8371.5320,
Train Epoch: [2/30] Iters:[50/1093] transplant_loss 1.0189, rec_loss 0.0128, p_loss 0.1772, quant_error 0.2268, utilization 0.5879, perplexity 8370.3891,
Train Epoch: [2/30] Iters:[60/1093] transplant_loss 1.0177, rec_loss 0.0127, p_loss 0.1764, quant_error 0.2261, utilization 0.5886, perplexity 8380.5656,
Train Epoch: [2/30] Iters:[70/1093] transplant_loss 1.0131, rec_loss 0.0125, p_loss 0.1762, quant_error 0.2247, utilization 0.5889, perplexity 8384.9956,
Train Epoch: [2/30] Iters:[80/1093] transplant_loss 1.0082, rec_loss 0.0123, p_loss 0.1754, quant_error 0.2234, utilization 0.5896, perplexity 8398.6055,
Train Epoch: [2/30] Iters:[90/1093] transplant_loss 1.0098, rec_loss 0.0125, p_loss 0.1759, quant_error 0.2236, utilization 0.5904, perplexity 8412.5950,
Train Epoch: [2/30] Iters:[100/1093] transplant_loss 1.0082, rec_loss 0.0125, p_loss 0.1761, quant_error 0.2228, utilization 0.5909, perplexity 8422.4054,
Train Epoch: [2/30] Iters:[110/1093] transplant_loss 1.0073, rec_loss 0.0125, p_loss 0.1769, quant_error 0.2225, utilization 0.5913, perplexity 8426.9931,
Train Epoch: [2/30] Iters:[120/1093] transplant_loss 1.0060, rec_loss 0.0125, p_loss 0.1765, quant_error 0.2224, utilization 0.5923, perplexity 8446.2792,
Train Epoch: [2/30] Iters:[130/1093] transplant_loss 1.0088, rec_loss 0.0125, p_loss 0.1775, quant_error 0.2228, utilization 0.5926, perplexity 8453.8117,
Train Epoch: [2/30] Iters:[140/1093] transplant_loss 1.0082, rec_loss 0.0125, p_loss 0.1771, quant_error 0.2224, utilization 0.5928, perplexity 8457.4058,
Train Epoch: [2/30] Iters:[150/1093] transplant_loss 1.0096, rec_loss 0.0126, p_loss 0.1769, quant_error 0.2227, utilization 0.5934, perplexity 8469.0960,
Train Epoch: [2/30] Iters:[160/1093] transplant_loss 1.0090, rec_loss 0.0126, p_loss 0.1759, quant_error 0.2227, utilization 0.5940, perplexity 8479.5481,
Train Epoch: [2/30] Iters:[170/1093] transplant_loss 1.0083, rec_loss 0.0127, p_loss 0.1761, quant_error 0.2219, utilization 0.5940, perplexity 8481.1317,
Train Epoch: [2/30] Iters:[180/1093] transplant_loss 1.0040, rec_loss 0.0126, p_loss 0.1752, quant_error 0.2208, utilization 0.5942, perplexity 8480.5333,
Train Epoch: [2/30] Iters:[190/1093] transplant_loss 1.0014, rec_loss 0.0125, p_loss 0.1748, quant_error 0.2201, utilization 0.5944, perplexity 8482.2674,
Train Epoch: [2/30] Iters:[200/1093] transplant_loss 1.0007, rec_loss 0.0124, p_loss 0.1752, quant_error 0.2195, utilization 0.5948, perplexity 8485.7571,
Train Epoch: [2/30] Iters:[210/1093] transplant_loss 1.0027, rec_loss 0.0124, p_loss 0.1755, quant_error 0.2201, utilization 0.5952, perplexity 8493.1772,
Train Epoch: [2/30] Iters:[220/1093] transplant_loss 1.0034, rec_loss 0.0125, p_loss 0.1753, quant_error 0.2206, utilization 0.5954, perplexity 8492.6281,
Train Epoch: [2/30] Iters:[230/1093] transplant_loss 1.0035, rec_loss 0.0125, p_loss 0.1748, quant_error 0.2206, utilization 0.5960, perplexity 8505.8389,
Train Epoch: [2/30] Iters:[240/1093] transplant_loss 1.0020, rec_loss 0.0125, p_loss 0.1749, quant_error 0.2202, utilization 0.5961, perplexity 8511.6936,
Train Epoch: [2/30] Iters:[250/1093] transplant_loss 1.0014, rec_loss 0.0125, p_loss 0.1747, quant_error 0.2201, utilization 0.5964, perplexity 8518.5383,
Train Epoch: [2/30] Iters:[260/1093] transplant_loss 0.9999, rec_loss 0.0125, p_loss 0.1744, quant_error 0.2195, utilization 0.5964, perplexity 8517.0499,
Train Epoch: [2/30] Iters:[270/1093] transplant_loss 0.9981, rec_loss 0.0125, p_loss 0.1745, quant_error 0.2189, utilization 0.5968, perplexity 8528.0635,
